collection	filename	language	century	notBeforeYear	notAfterYear
oxford university	MS_Huntington_530.xml	ar	14		1400
oxford university	MS_Huntington_542.xml	ar	14	1337	1337
oxford university	MS_Huntington_73.xml	ar	14	1328	1328
oxford university	MS_Huntington_donat_31.xml	ar	14	1390	1390
oxford university	MS_Hyde_32.xml	ar	14	1343	1343
oxford university	MS_Ind_Inst_Arab_18.xml	ar	14	1369	1369
oxford university	MS_Laud_Or_111.xml	ar	14	1391	1391
oxford university	MS_Laud_Or_138.xml	ar	14	1356	1356
oxford university	MS_Laud_Or_161.xml	ar	14	1301	1320
oxford university	MS_Laud_Or_169.xml	ar	14	1338	1338
oxford university	MS_Laud_Or_210.xml	ar	14	1300	1400
oxford university	MS_Laud_Or_272.xml	ar	14	1347	1347
oxford university	MS_Laud_Or_287.xml	ar	14	1324	1324
oxford university	MS_Laud_Or_300.xml	ar	14	1326	1326
oxford university	MS_Lyell_100.xml	ar	14	1305	1305
oxford university	MS_Marshall_Or_10.xml	ar	14	1390	1390
oxford university	MS_Marshall_Or_35.xml	ar	14	1329	1329
oxford university	MS_Marshall_Or_36.xml	ar	14	1386	1386
oxford university	MS_Marshall_Or_37.xml	ar	14	1328	1328
oxford university	MS_Marsh_102.xml	ar	14	1328	1328
oxford university	MS_Marsh_117.xml	ar	14	1362	1362
oxford university	MS_Marsh_129.xml	ar	14	1380	1380
oxford university	MS_Marsh_133.xml	ar	14	1392	1392
oxford university	MS_Marsh_139.xml	ar	14	1367	1367
oxford university	MS_Marsh_148.xml	ar	14	1396	1396
oxford university	MS_Marsh_155.xml	ar	14	1369	1369
oxford university	MS_Marsh_162.xml	ar	14	1387	1387
oxford university	MS_Marsh_164.xml	ar	14	1373	1373
oxford university	MS_Marsh_18.xml	ar	14	1374	1374
oxford university	MS_Marsh_234.xml	ar	14	1200	1400
oxford university	MS_Marsh_239.xml	ar	14	1334	1334
oxford university	MS_Marsh_269.xml	ar	14	1304	1304
oxford university	MS_Marsh_272.xml	ar	14	1330	1330
oxford university	MS_Marsh_274.xml	ar	14	1374	1374
oxford university	MS_Marsh_29.xml	ar	14	1380	1380
oxford university	MS_Marsh_295.xml	ar	14	1301	1301
oxford university	MS_Marsh_298.xml	ar	14	1358	1358
oxford university	MS_Marsh_301.xml	ar	14	1338	1338
oxford university	MS_Marsh_306.xml	ar	14		1338
oxford university	MS_Marsh_314.xml	ar	14	1400	1400
oxford university	MS_Marsh_323.xml	ar	14	1354	1354
oxford university	MS_Marsh_330.xml	ar	14	1393	1393
oxford university	MS_Marsh_333.xml	ar	14	1387	1387
oxford university	MS_Marsh_335.xml	ar	14	1335	1335
oxford university	MS_Marsh_34.xml	ar	14	1335	1335
oxford university	MS_Marsh_342.xml	ar	14	1361	1361
oxford university	MS_Marsh_354.xml	ar	14	1369	1369
oxford university	MS_Marsh_375.xml	ar	14	1311	1311
oxford university	MS_Marsh_380.xml	ar	14	1367	1367
oxford university	MS_Marsh_381.xml	ar	14	1383	1383
oxford university	MS_Marsh_389.xml	ar	14	1305	1305
oxford university	MS_Marsh_390.xml	ar	14	1357	1357
oxford university	MS_Marsh_406.xml	ar	14	1373	1373
oxford university	MS_Marsh_411.xml	ar	14	1388	1388
oxford university	MS_Marsh_422.xml	ar	14	1316	1316
oxford university	MS_Marsh_458.xml	ar	14	1337	1337
oxford university	MS_Marsh_464.xml	ar	14	1321	1321
oxford university	MS_Marsh_470.xml	ar	14	1383	1383
oxford university	MS_Marsh_5.xml	ar	14	1300	1400
oxford university	MS_Marsh_500.xml	ar	14	1400	1400
oxford university	MS_Marsh_507.xml	ar	14	1318	1318
oxford university	MS_Marsh_520.xml	ar	14	1369	1369
oxford university	MS_Marsh_521.xml	ar	14	1333	1333
oxford university	MS_Marsh_525.xml	ar	14	1353	1353
oxford university	MS_Marsh_57.xml	ar	14	1304	1304
oxford university	MS_Marsh_59.xml	ar	14	1358	1358
oxford university	MS_Marsh_602.xml	ar	14	1302	1302
oxford university	MS_Marsh_657.xml	ar	14	1369	1369
oxford university	MS_Marsh_684.xml	ar	14	1325	1325
oxford university	MS_Marsh_685.xml	ar	14	1331	1331
oxford university	MS_Marsh_690.xml	ar	14	1310	1310
oxford university	MS_Marsh_716.xml	ar	14	1371	1371
oxford university	MS_Marsh_72.xml	ar	14	1374	1374
oxford university	MS_Pers_d_98.xml	ar	14	1300	1400
oxford university	MS_Pococke_107.xml	ar	14	1318	1318
oxford university	MS_Pococke_125.xml	ar	14	1369	1369
oxford university	MS_Pococke_132.xml	ar	14	1309	1309
oxford university	MS_Pococke_162.xml	ar	14	1301	1301
oxford university	MS_Pococke_164.xml	ar	14	1349	1349
oxford university	MS_Pococke_170.xml	ar	14	1345	1345
oxford university	MS_Pococke_195.xml	ar	14	1383	1383
oxford university	MS_Pococke_199.xml	ar	14	1371	1371
oxford university	MS_Pococke_228.xml	ar	14	1200	1400
oxford university	MS_Pococke_240.xml	ar	14	1308	1308
oxford university	MS_Pococke_244.xml	ar	14	1335	1335
oxford university	MS_Pococke_249.xml	ar	14	1200	1400
oxford university	MS_Pococke_251.xml	ar	14	1394	1394
oxford university	MS_Pococke_254.xml	ar	14	1308	1308
oxford university	MS_Pococke_257.xml	ar	14	1200	1306
oxford university	MS_Pococke_263.xml	ar	14	1303	1303
oxford university	MS_Pococke_266.xml	ar	14		1342
oxford university	MS_Pococke_313.xml	ar	14	1340	1340
oxford university	MS_Pococke_315.xml	ar	14	1337	1337
oxford university	MS_Pococke_331.xml	ar	14	1328	1328
oxford university	MS_Pococke_34.xml	ar	14	1317	1317
oxford university	MS_Pococke_367.xml	ar	14	1322	1322
oxford university	MS_Pococke_369.xml	ar	14	1397	1397
oxford university	MS_Pococke_370.xml	ar	14	1334	1334
oxford university	MS_Pococke_400.xml	ar	14	1354	1354
oxford university	MS_Pococke_402_403.xml	ar	14	1393	1393
oxford university	MS_Roe_26.xml	ar	14		1390
oxford university	MS_Sale_53.xml	ar	14	1327	1327
oxford university	MS_Selden_superius_13.xml	ar	14	1371	1371
oxford university	MS_Selden_superius_30.xml	ar	14	1338	1338
oxford university	MS_Selden_superius_40.xml	ar	14	1389	1389
oxford university	MS_Selden_superius_49.xml	ar	14	1300	1400
oxford university	MS_Selden_superius_61.xml	ar	14	1332	1332
oxford university	MS_Selden_superius_62.xml	ar	14	1391	1391
oxford university	MS_Selden_superius_76.xml	ar	14	1304	1304
oxford university	MS_Selden_superius_85.xml	ar	14	1345	1345
oxford university	MS_Thurston_10.xml	ar	14		1369
oxford university	MS_Thurston_12.xml	ar	14	1347	1347
oxford university	MS_Ouseley_274_275.xml	fa	14	1365	1365
oxford university	MS_Pers_d_31.xml	fa	14	1365	1365
oxford university	MS_Pers_f_12.xml	fa	14	1330	1330
oxford university	MS_S_Digby_Or_165.xml	fa	14	1300	1400
oxford university	MS_Pococke_319.xml	jrb	14	1352	1352
oxford university	MS_Arab_c_63.xml	ar	15	1494	1494
oxford university	MS_Arab_c_66.xml	ar	15	1451	1451
oxford university	MS_Arab_d_103.xml	ar	15	1471	1471
oxford university	MS_Arab_d_106.xml	ar	15	1482	1482
oxford university	MS_Arab_d_107.xml	ar	15		1450
oxford university	MS_Arab_d_11.xml	ar	15	1403	1403
oxford university	MS_Arab_d_132.xml	ar	15	1400	1500
oxford university	MS_Arab_d_133.xml	ar	15	1484	1484
oxford university	MS_Arab_d_148.xml	ar	15	1470	1470
oxford university	MS_Arab_d_149.xml	ar	15	1487	1487
oxford university	MS_Arab_d_179.xml	ar	15		1414
oxford university	MS_Arab_d_185.xml	ar	15	1451	1451
oxford university	MS_Arab_d_187.xml	ar	15	1400	1500
oxford university	MS_Arab_d_212.xml	ar	15	1400	1500
oxford university	MS_Arab_d_214.xml	ar	15	1495	1495
oxford university	MS_Arab_d_216.xml	ar	15	1463	1463
oxford university	MS_Arab_d_236.xml	ar	15	1400	1500
oxford university	MS_Arab_d_238.xml	ar	15	1400	1500
oxford university	MS_Arab_d_241.xml	ar	15	1446	1446
oxford university	MS_Arab_d_246.xml	ar	15	1498	1498
oxford university	MS_Arab_d_38.xml	ar	15	1400	1500
oxford university	MS_Arab_e_105.xml	ar	15	1490	1490
oxford university	MS_Arab_e_117.xml	ar	15	1417	1417
oxford university	MS_Arab_e_126.xml	ar	15	1462	1462
oxford university	MS_Arab_e_129.xml	ar	15	1497	1497
oxford university	MS_Arab_e_167.xml	ar	15	1444	1444
oxford university	MS_Arab_e_169.xml	ar	15	1479	1479
oxford university	MS_Arab_e_17.xml	ar	15	1400	1500
oxford university	MS_Arab_e_190.xml	ar	15	1461	1461
oxford university	MS_Arab_e_192.xml	ar	15	1400	1500
oxford university	MS_Arab_e_194.xml	ar	15	1471	1471
oxford university	MS_Arab_e_204.xml	ar	15	1430	1430
oxford university	MS_Arab_e_207.xml	ar	15	1491	1491
oxford university	MS_Arab_e_215.xml	ar	15	1465	1465
oxford university	MS_Arab_e_236.xml	ar	15	1469	1469
oxford university	MS_Arab_e_238.xml	ar	15	1481	1481
oxford university	MS_Arab_e_53.xml	ar	15	1400	1500
oxford university	MS_Arab_f_21.xml	ar	15	1459	1459
oxford university	MS_Arab_f_35.xml	ar	15	1400	1500
oxford university	MS_Arch_Seld_A_19.xml	ar	15	1481	1481
oxford university	MS_Arch_Seld_A_23-26.xml	ar	15	1412	1412
oxford university	MS_Arch_Seld_A_27_28.xml	ar	15	1412	1412
oxford university	MS_Arch_Seld_A_38.xml	ar	15	1445	1445
oxford university	MS_Arch_Seld_A_44.xml	ar	15	1470	1470
oxford university	MS_Arch_Seld_A_46.xml	ar	15	1452	1452
oxford university	MS_Arch_Seld_A_55.xml	ar	15	1446	1446
oxford university	MS_Bodl_Or_133.xml	ar	15	1436	1436
oxford university	MS_Bodl_Or_280.xml	ar	15	1447	1447
oxford university	MS_Bodl_Or_281.xml	ar	15	1300	1452
oxford university	MS_Bodl_Or_345.xml	ar	15	1480	1480
oxford university	MS_Bodl_Or_365.xml	ar	15	1493	1493
oxford university	MS_Bodl_Or_374.xml	ar	15	1300	1500
oxford university	MS_Bodl_Or_398.xml	ar	15	1400	1500
oxford university	MS_Bodl_Or_434.xml	ar	15	1453	1453
oxford university	MS_Bodl_Or_447.xml	ar	15	1400	1500
oxford university	MS_Bodl_Or_505.xml	ar	15	1400	1500
oxford university	MS_Bodl_Or_509.xml	ar	15	1300	1500
oxford university	MS_Bodl_Or_532.xml	ar	15	1497	1497
oxford university	MS_Bodl_Or_543.xml	ar	15	1420	1420
oxford university	MS_Bodl_Or_549.xml	ar	15	1492	1492
oxford university	MS_Bodl_Or_565.xml	ar	15	1476	1476
oxford university	MS_Bodl_Or_566.xml	ar	15	1500	1500
oxford university	MS_Bodl_Or_677.xml	ar	15	1500	1500
oxford university	MS_Bodl_Or_704.xml	ar	15	1459	1459
oxford university	MS_Bodl_Or_707.xml	ar	15	1469	1469
oxford university	MS_Bodl_Or_795.xml	ar	15	1405	1405
oxford university	MS_Bruce_28.xml	ar	15	1469	1469
oxford university	MS_Canonici_Or_128.xml	ar	15	1494	1494
oxford university	MS_Caps_Or_A_10.xml	ar	15	1458	1458
oxford university	MS_Copt_e_10.xml	ar	15	1428	1428
oxford university	MS_Dawkins_25.xml	ar	15	1400	1500
oxford university	MS_Digby_Or_12_13_31.xml	ar	15	1434	1493
oxford university	MS_Digby_Or_29.xml	ar	15	1486	1486
oxford university	MS_E_D_Clarke_Or_15.xml	ar	15	1475	1475
oxford university	MS_E_D_Clarke_Or_25.xml	ar	15	1300	1500
oxford university	MS_Fraser_171.xml	ar	15	1412	1412
oxford university	MS_Fraser_214.xml	ar	15	1478	1478
oxford university	MS_Fraser_28.xml	ar	15	1491	1491
oxford university	MS_Greaves_27.xml	ar	15	1486	1486
oxford university	MS_Huntington_104.xml	ar	15	1451	1451
oxford university	MS_Huntington_107.xml	ar	15	1499	1499
oxford university	MS_Huntington_137.xml	ar	15	1448	1448
oxford university	MS_Huntington_140.xml	ar	15	1433	1433
oxford university	MS_Huntington_144.xml	ar	15	1400	1500
oxford university	MS_Huntington_148.xml	ar	15	1433	1433
oxford university	MS_Huntington_156.xml	ar	15	1465	1465
oxford university	MS_Huntington_176.xml	ar	15	1469	1469
oxford university	MS_Huntington_190.xml	ar	15	1473	1473
oxford university	MS_Huntington_193.xml	ar	15	1400	1500
oxford university	MS_Huntington_2.xml	ar	15	1478	1478
oxford university	MS_Huntington_233.xml	ar	15	1400	1450
oxford university	MS_Huntington_288.xml	ar	15	1466	1466
oxford university	MS_Huntington_304.xml	ar	15	1425	1425
oxford university	MS_Huntington_332.xml	ar	15	1497	1497
oxford university	MS_Huntington_362.xml	ar	15	1476	1476
oxford university	MS_Huntington_366.xml	ar	15	1478	1478
oxford university	MS_Huntington_369.xml	ar	15	1431	1431
oxford university	MS_Huntington_371.xml	ar	15	1400	1500
oxford university	MS_Huntington_375.xml	ar	15	1449	1449
oxford university	MS_Huntington_403.xml	ar	15	1405	1405
oxford university	MS_Huntington_451.xml	ar	15	1473	1473
oxford university	MS_Huntington_458.xml	ar	15	1300	1500
oxford university	MS_Huntington_493.xml	ar	15	1475	1475
oxford university	MS_Huntington_494.xml	ar	15	1432	1432
oxford university	MS_Huntington_500.xml	ar	15	1466	1466
oxford university	MS_Huntington_531.xml	ar	15	1300	1500
oxford university	MS_Huntington_533.xml	ar	15	1405	1405
oxford university	MS_Huntington_548.xml	ar	15	1441	1441
oxford university	MS_Huntington_56.xml	ar	15	1492	1492
oxford university	MS_Huntington_571.xml	ar	15	1416	
oxford university	MS_Huntington_578.xml	ar	15		1500
oxford university	MS_Huntington_596.xml	ar	15	1478	1478
oxford university	MS_Huntington_602.xml	ar	15	1401	1401
oxford university	MS_Huntington_86_137.xml	ar	15	1448	1448
oxford university	MS_Huntington_88.xml	ar	15	1461	1461
oxford university	MS_Huntington_donat_11.xml	ar	15	1458	1458
oxford university	MS_Huntington_donat_8.xml	ar	15	1481	1481
oxford university	MS_Hyde_2.xml	ar	15	1467	1467
oxford university	MS_Hyde_3.xml	ar	15	1300	1500
oxford university	MS_Hyde_35.xml	ar	15	1491	1491
oxford university	MS_Hyde_38.xml	ar	15	1400	1500
oxford university	MS_Ind_Inst_Copt_3.xml	ar	15	1400	1500
oxford university	MS_Laud_Or_148.xml	ar	15	1455	1455
oxford university	MS_Laud_Or_163.xml	ar	15	1458	1458
oxford university	MS_Laud_Or_164.xml	ar	15	1456	1456
oxford university	MS_Laud_Or_18.xml	ar	15	1485	1485
oxford university	MS_Laud_Or_192.xml	ar	15	1431	1431
oxford university	MS_Laud_Or_193.xml	ar	15	1450	1450
oxford university	MS_Laud_Or_217.xml	ar	15	1440	1440
oxford university	MS_Laud_Or_219.xml	ar	15	1462	1462
oxford university	MS_Laud_Or_253.xml	ar	15	1480	1480
oxford university	MS_Laud_Or_277.xml	ar	15	1443	1443
oxford university	MS_Laud_Or_281.xml	ar	15	1462	1462
oxford university	MS_Laud_Or_286.xml	ar	15	1454	1454
oxford university	MS_Laud_Or_311.xml	ar	15	1478	1478
oxford university	MS_Laud_Or_71.xml	ar	15	1479	1479
oxford university	MS_Marshall_Or_41.xml	ar	15	1432	1432
oxford university	MS_Marsh_131_132_151_152.xml	ar	15	1472	1472
oxford university	MS_Marsh_134.xml	ar	15	1451	1451
oxford university	MS_Marsh_138.xml	ar	15	1496	1496
oxford university	MS_Marsh_141.xml	ar	15	1495	1495
oxford university	MS_Marsh_154.xml	ar	15		1449
oxford university	MS_Marsh_159.xml	ar	15	1479	1479
oxford university	MS_Marsh_165.xml	ar	15	1479	1479
oxford university	MS_Marsh_177.xml	ar	15	1440	1440
oxford university	MS_Marsh_205.xml	ar	15	1400	1500
oxford university	MS_Marsh_215.xml	ar	15	1400	1500
oxford university	MS_Marsh_222.xml	ar	15	1452	1452
oxford university	MS_Marsh_233.xml	ar	15	1500	1500
oxford university	MS_Marsh_240.xml	ar	15	1486	1486
oxford university	MS_Marsh_258_259.xml	ar	15	1447	1447
oxford university	MS_Marsh_303.xml	ar	15	1500	1500
oxford university	MS_Marsh_304.xml	ar	15	1475	1475
oxford university	MS_Marsh_312.xml	ar	15	1458	1458
oxford university	MS_Marsh_317.xml	ar	15	1484	1484
oxford university	MS_Marsh_325.xml	ar	15	1498	1498
oxford university	MS_Marsh_326.xml	ar	15	1454	1454
oxford university	MS_Marsh_349.xml	ar	15	1450	1450
oxford university	MS_Marsh_358.xml	ar	15	1300	1500
oxford university	MS_Marsh_360.xml	ar	15	1443	1443
oxford university	MS_Marsh_396.xml	ar	15	1488	1488
oxford university	MS_Marsh_399.xml	ar	15	1426	1426
oxford university	MS_Marsh_404.xml	ar	15	1401	1401
oxford university	MS_Marsh_405.xml	ar	15	1407	1407
oxford university	MS_Marsh_415.xml	ar	15	1447	1447
oxford university	MS_Marsh_416.xml	ar	15	1400	1500
oxford university	MS_Marsh_421.xml	ar	15	1469	1469
oxford university	MS_Marsh_440.xml	ar	15	1488	1488
oxford university	MS_Marsh_461.xml	ar	15	1499	1499
oxford university	MS_Marsh_476.xml	ar	15	1400	1500
oxford university	MS_Marsh_486.xml	ar	15	1443	1443
oxford university	MS_Marsh_546.xml	ar	15	1442	1442
oxford university	MS_Marsh_550.xml	ar	15	1434	1434
oxford university	MS_Marsh_551.xml	ar	15	1452	1452
oxford university	MS_Marsh_570.xml	ar	15	1428	1428
oxford university	MS_Marsh_585.xml	ar	15	1431	1431
oxford university	MS_Marsh_594.xml	ar	15	1462	1462
oxford university	MS_Marsh_616.xml	ar	15		1449
oxford university	MS_Marsh_625.xml	ar	15	1466	1466
oxford university	MS_Marsh_627.xml	ar	15	1436	1436
oxford university	MS_Marsh_638.xml	ar	15	1428	1428
oxford university	MS_Marsh_64.xml	ar	15		1492
oxford university	MS_Marsh_642.xml	ar	15	1472	1472
oxford university	MS_Marsh_648.xml	ar	15	1465	1465
oxford university	MS_Marsh_668.xml	ar	15	1491	1491
oxford university	MS_Marsh_67.xml	ar	15	1300	1500
oxford university	MS_Marsh_672.xml	ar	15		1473
oxford university	MS_Marsh_676.xml	ar	15	1428	1428
oxford university	MS_Marsh_68.xml	ar	15	1500	1500
oxford university	MS_Marsh_682.xml	ar	15	1421	1421
oxford university	MS_Marsh_686.xml	ar	15	1452	1452
oxford university	MS_Marsh_693.xml	ar	15	1487	1487
oxford university	MS_Marsh_701.xml	ar	15	1419	1419
oxford university	MS_Marsh_81.xml	ar	15	1400	1500
oxford university	MS_Ouseley_97.xml	ar	15	1500	1500
oxford university	MS_Pococke_131.xml	ar	15		1484
oxford university	MS_Pococke_142.xml	ar	15	1500	1500
oxford university	MS_Pococke_143.xml	ar	15	1423	1423
oxford university	MS_Pococke_191.xml	ar	15	1479	1479
oxford university	MS_Pococke_217.xml	ar	15	1457	1457
oxford university	MS_Pococke_220.xml	ar	15	1446	1446
oxford university	MS_Pococke_224.xml	ar	15	1411	1411
oxford university	MS_Pococke_250.xml	ar	15		1485
oxford university	MS_Pococke_265.xml	ar	15	1494	1494
oxford university	MS_Pococke_267.xml	ar	15	1470	1470
oxford university	MS_Pococke_268.xml	ar	15	1441	1441
oxford university	MS_Pococke_269.xml	ar	15	1433	1433
oxford university	MS_Pococke_270.xml	ar	15	1481	1481
oxford university	MS_Pococke_271.xml	ar	15	1443	1443
oxford university	MS_Pococke_277.xml	ar	15	1428	1428
oxford university	MS_Pococke_279.xml	ar	15	1458	1458
oxford university	MS_Pococke_28.xml	ar	15	1483	1483
oxford university	MS_Pococke_299_300.xml	ar	15	1475	1475
oxford university	MS_Pococke_301.xml	ar	15	1445	1445
oxford university	MS_Pococke_303_305.xml	ar	15	1487	1487
oxford university	MS_Pococke_306.xml	ar	15	1485	1485
oxford university	MS_Pococke_310_311.xml	ar	15	1417	1417
oxford university	MS_Pococke_318.xml	ar	15	1468	1468
oxford university	MS_Pococke_323.xml	ar	15	1482	1482
oxford university	MS_Pococke_324.xml	ar	15	1477	1477
oxford university	MS_Pococke_326.xml	ar	15	1488	1488
oxford university	MS_Pococke_330.xml	ar	15	1429	1429
oxford university	MS_Pococke_334.xml	ar	15	1468	1468
oxford university	MS_Pococke_335_336.xml	ar	15	1462	1462
oxford university	MS_Pococke_337.xml	ar	15	1486	1486
oxford university	MS_Pococke_338.xml	ar	15	1411	1411
oxford university	MS_Pococke_356.xml	ar	15	1465	1465
oxford university	MS_Pococke_357.xml	ar	15	1420	1420
oxford university	MS_Pococke_385.xml	ar	15	1400	1500
oxford university	MS_Pococke_389.xml	ar	15	1451	1451
oxford university	MS_Pococke_39.xml	ar	15	1430	1430
oxford university	MS_Pococke_398.xml	ar	15	1496	1496
oxford university	MS_Pococke_437.xml	ar	15	1473	1473
oxford university	MS_Pococke_59.xml	ar	15	1498	1498
oxford university	MS_Pococke_71.xml	ar	15	1484	1484
oxford university	MS_Pococke_82.xml	ar	15	1466	1466
oxford university	MS_Rawlinson_Or_40.xml	ar	15	1300	1500
oxford university	MS_Sale_16.xml	ar	15	1485	1485
oxford university	MS_Sale_45.xml	ar	15	1427	1427
oxford university	MS_Sale_74.xml	ar	15		1464
oxford university	MS_Sale_82.xml	ar	15	1415	1415
oxford university	MS_Selden_superius_36.xml	ar	15	1484	1484
oxford university	MS_Selden_superius_44.xml	ar	15	1487	1487
oxford university	MS_Selden_superius_46.xml	ar	15	1489	1489
oxford university	MS_Selden_superius_47.xml	ar	15	1423	1423
oxford university	MS_Selden_superius_69.xml	ar	15	1484	1484
oxford university	MS_Selden_superius_80.xml	ar	15	1412	1412
oxford university	MS_Selden_superius_90.xml	ar	15	1431	1431
oxford university	MS_Syr_e_21.xml	ar	15	1300	1500
oxford university	MS_S_Digby_Or_92.xml	ar	15	1415	1415
oxford university	MS_Thurston_19.xml	ar	15	1434	1434
oxford university	MS_Turk_e_98.xml	ar	15	1432	1432
oxford university	MS_Elliott_287.xml	chg	15	1485	1485
oxford university	MS_Elliott_317.xml	chg	15	1485	1485
oxford university	MS_Elliott_339.xml	chg	15	1485	1485
oxford university	MS_Elliott_408.xml	chg	15	1485	1485
oxford university	MS_Bodl_Or_673.xml	fa	15	1463	1463
oxford university	MS_Elliott_112.xml	fa	15	1460	1460
oxford university	MS_Elliott_121.xml	fa	15	1486	1486
oxford university	MS_Elliott_171_172.xml	fa	15	1430	1430
oxford university	MS_Elliott_177.xml	fa	15	1484	1484
oxford university	MS_Elliott_188.xml	fa	15	1444	1444
oxford university	MS_Elliott_189.xml	fa	15	1463	1463
oxford university	MS_Elliott_190.xml	fa	15	1497	1497
oxford university	MS_Elliott_191.xml	fa	15	1437	1437
oxford university	MS_Elliott_2.xml	fa	15	1440	1440
oxford university	MS_Elliott_210.xml	fa	15	1431	1431
oxford university	MS_Elliott_216.xml	fa	15	1469	1469
oxford university	MS_Elliott_246.xml	fa	15	1493	1493
oxford university	MS_Elliott_260.xml	fa	15	1480	1480
oxford university	MS_Elliott_325.xml	fa	15	1494	1494
oxford university	MS_Elliott_354.xml	fa	15	1447	1447
oxford university	MS_Elliott_364.xml	fa	15	1495	1495
oxford university	MS_Elliott_378.xml	fa	15	1481	1481
oxford university	MS_Elliott_48.xml	fa	15	1474	1474
oxford university	MS_Elliott_61.xml	fa	15	1494	1494
oxford university	MS_Elliott_80.xml	fa	15	1493	1493
oxford university	MS_E_D_Clarke_Or_8.xml	fa	15	1443	1443
oxford university	MS_Fraser_65_66_67_68.xml	fa	15	1456	1456
oxford university	MS_Huntington_160.xml	fa	15	1481	1481
oxford university	MS_Laud_Or_77.xml	fa	15	1400	1500
oxford university	MS_Marsh_150.xml	fa	15	1461	1461
oxford university	MS_Marsh_517.xml	fa	15	1400	1500
oxford university	MS_Ouseley_122.xml	fa	15	1458	1458
oxford university	MS_Ouseley_131.xml	fa	15	1460	1460
oxford university	MS_Ouseley_133.xml	fa	15	1456	1456
oxford university	MS_Ouseley_140.xml	fa	15	1460	1460
oxford university	MS_Ouseley_141.xml	fa	15	1460	1460
oxford university	MS_Ouseley_148.xml	fa	15	1439	1439
oxford university	MS_Ouseley_18.xml	fa	15	1481	1481
oxford university	MS_Ouseley_206-208.xml	fa	15	1489	1489
oxford university	MS_Ouseley_237.xml	fa	15	1457	1457
oxford university	MS_Ouseley_263.xml	fa	15	1448	1448
oxford university	MS_Ouseley_304.xml	fa	15	1438	1438
oxford university	MS_Ouseley_Add_146.xml	fa	15	1403	1403
oxford university	MS_Ouseley_Add_176.xml	fa	15	1430	1430
oxford university	MS_Ouseley_Add_39.xml	fa	15	1452	1452
oxford university	MS_Pers_c_4.xml	fa	15	1448	1448
oxford university	MS_Pers_d_71.xml	fa	15	1470	1470
oxford university	MS_Pers_d_95.xml	fa	15	1439	1439
oxford university	MS_Pers_d_96.xml	fa	15	1484	1484
oxford university	MS_Pers_e_26.xml	fa	15	1437	1437
oxford university	MS_Sale_5.xml	fa	15	1471	1471
oxford university	MS_S_Digby_Or_142.xml	fa	15		1500
oxford university	MS_S_Digby_Or_161.xml	fa	15	1400	1500
oxford university	MS_S_Digby_Or_174.xml	fa	15	1400	1500
oxford university	MS_S_Digby_Or_183.xml	fa	15	1400	1500
oxford university	MS_S_Digby_Or_31.xml	fa	15	1500	1500
oxford university	MS_S_Digby_Or_34.xml	fa	15	1400	1500
oxford university	MS_S_Digby_Or_35.xml	fa	15	1500	1500
oxford university	MS_S_Digby_Or_81.xml	fa	15	1496	1496
oxford university	MS_S_Digby_Or_85.xml	fa	15	1500	1500
oxford university	MS_Bodl_Or_514.xml	jrb	15	1420	1420
oxford university	MS_Hatton_Or_34.xml	jrb	15	1410	1410
oxford university	MS_Huntington_390.xml	jrb	15		1442
oxford university	MS_Syr_d_1.xml	syr	15	1400	1500
oxford university	MS_Huntington_598.xml	uig	15	1435	1435
oxford university	MS_Arab_c_67.xml	ar	16	1597	1597
oxford university	MS_Arab_c_84.xml	ar	16	1562	1562
oxford university	MS_Arab_d_120.xml	ar	16	1400	1600
oxford university	MS_Arab_d_121.xml	ar	16	1500	1600
oxford university	MS_Arab_d_122.xml	ar	16	1500	1600
oxford university	MS_Arab_d_123.xml	ar	16	1500	1600
oxford university	MS_Arab_d_126.xml	ar	16	1500	1600
oxford university	MS_Arab_d_140.xml	ar	16	1500	1600
oxford university	MS_Arab_d_16.xml	ar	16	1500	1600
oxford university	MS_Arab_d_162.xml	ar	16	1500	1600
oxford university	MS_Arab_d_177.xml	ar	16	1587	1588
oxford university	MS_Arab_d_178.xml	ar	16	1500	1600
oxford university	MS_Arab_d_197.xml	ar	16	1500	1600
oxford university	MS_Arab_d_235.xml	ar	16	1532	1532
oxford university	MS_Arab_d_240.xml	ar	16	1570	1570
oxford university	MS_Arab_d_242.xml	ar	16	1300	1600
oxford university	MS_Arab_d_45.xml	ar	16	1500	1600
oxford university	MS_Arab_d_76.xml	ar	16	1500	1600
oxford university	MS_Arab_d_82.xml	ar	16	1500	1600
oxford university	MS_Arab_e_1.xml	ar	16	1500	1600
oxford university	MS_Arab_e_102.xml	ar	16	1500	1600
oxford university	MS_Arab_e_108.xml	ar	16	1500	1600
oxford university	MS_Arab_e_12.xml	ar	16	1500	1600
oxford university	MS_Arab_e_127.xml	ar	16	1555	1555
oxford university	MS_Arab_e_132.xml	ar	16	1500	1600
oxford university	MS_Arab_e_135.xml	ar	16	1500	1600
oxford university	MS_Arab_e_15.xml	ar	16	1550	1550
oxford university	MS_Arab_e_171.xml	ar	16	1555	1555
oxford university	MS_Arab_e_176.xml	ar	16	1500	1600
oxford university	MS_Arab_e_177.xml	ar	16	1500	1600
oxford university	MS_Arab_e_181.xml	ar	16	1500	1600
oxford university	MS_Arab_e_186.xml	ar	16	1500	1600
oxford university	MS_Arab_e_211.xml	ar	16	1559	1559
oxford university	MS_Arab_e_217.xml	ar	16	1564	1564
